patient_insurance_id,patient_id,insurance_provider_id,policy_number,policy_holder_name,relationship_with_holder,policy_start_date,policy_end_date,coverage_amount,remaining_coverage,insurance_status,cashless_eligible,pre_authorization_number,remarks,created_by,updated_by,created_date,updated_date
13362,11038,20,POL47490800,Muskan Patel,Self,2022-12-31,2023-12-31,200000,98792.07,Expired,True,PA113361,Verified,System,System,2022-12-31,2022-12-31
13363,10819,41,POL30449433,Siddharth Shetty,Self,2020-01-01,2022-12-31,1000000,259978.67,Expired,True,PA113362,Waiting Approval,System,System,2020-01-01,2020-01-01
13364,13015,9,POL34365553,Nandini Gupta,Self,2020-01-01,2022-12-31,200000,86547.03,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
13365,5152,42,POL52355567,Priya Bose,Self,2020-01-01,2021-12-31,200000,53388.68,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
13366,27079,37,POL09636089,Vivaan Das,Self,2020-01-01,2020-12-31,500000,400969.38,Expired,True,PA113365,Policy Renewed,System,System,2020-01-01,2020-01-01
13367,20175,33,POL28476290,Aditya Pandey,Self,2020-01-01,2022-12-31,100000,73692.58,Expired,True,PA113366,Cashless Approved,System,System,2020-01-01,2020-01-01
13368,28350,12,POL90821437,Abhishek Das,Spouse,2020-01-01,2020-12-31,200000,190389.3,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
13369,14635,46,POL96725688,Arjun Menon,Spouse,2020-01-01,2021-12-31,200000,100788.61,Expired,True,PA113368,Verified,System,System,2020-01-01,2020-01-01
13370,26187,17,POL78623600,Kavya Singh,Self,2020-01-01,2020-12-31,100000,82896.08,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
13371,26187,7,POL63815512,Kavya Singh,Spouse,2020-12-31,2021-12-31,300000,201025.73,Expired,True,PA113370,Verified,System,System,2020-12-31,2020-12-31
13372,3545,24,POL46818041,Vivaan Yadav,Self,2020-01-01,2021-12-31,200000,143376.55,Expired,True,PA113371,Cashless Approved,System,System,2020-01-01,2020-01-01
13373,18887,26,POL83874715,Karan Das,Self,2020-01-01,2022-12-31,300000,191390.7,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
13374,15239,42,POL74303215,Tanvi Chavan,Self,2020-01-01,2022-12-31,200000,164665.62,Expired,True,PA113373,Waiting Approval,System,System,2020-01-01,2020-01-01
13375,7098,33,POL94011396,Siddharth Khan,Self,2020-01-01,2020-12-31,500000,116796.57,Expired,True,PA113374,Waiting Approval,System,System,2020-01-01,2020-01-01
13376,27460,23,POL79660513,Karan Pandey,Self,2020-01-01,2021-12-31,200000,52878.11,Expired,True,PA113375,Verified,System,System,2020-01-01,2020-01-01
13377,21455,50,POL67234127,Simran Patel,Father,2020-01-01,2022-12-31,200000,55347.8,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
13378,13941,29,POL79621655,Rohan Menon,Mother,2020-01-01,2021-12-31,200000,86190.52,Expired,True,PA113377,Cashless Approved,System,System,2020-01-01,2020-01-01
13379,3188,30,POL86142704,Swati Singh,Self,2020-01-01,2022-12-31,300000,201870.91,Expired,True,PA113378,Verified,System,System,2020-01-01,2020-01-01
13380,8551,50,POL84015558,Vivaan Jain,Spouse,2020-01-01,2022-12-31,300000,214948.21,Expired,True,PA113379,Cashless Approved,System,System,2020-01-01,2020-01-01
13381,2185,23,POL58937060,Taylor Fernandes,Self,2020-01-01,2020-12-31,300000,231024.88,Expired,True,PA113380,Verified,System,System,2020-01-01,2020-01-01
13382,3488,9,POL16568081,Harsh Nair,Self,2020-01-01,2021-12-31,1000000,424610.58,Expired,True,PA113381,Cashless Approved,System,System,2020-01-01,2020-01-01
13383,5946,1,POL54097555,Anjali Patel,Self,2020-01-01,2022-12-31,1000000,720170.2,Expired,True,PA113382,Verified,System,System,2020-01-01,2020-01-01
13384,20665,2,POL31210543,Siddharth Joshi,Self,2020-01-01,2022-12-31,300000,88245.6,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
13385,26344,28,POL17008426,Diya Verma,Self,2020-01-01,2020-12-31,100000,20798.34,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
13386,4074,32,POL14034106,Raj Khan,Self,2020-01-01,2022-12-31,300000,226723.39,Expired,True,PA113385,Waiting Approval,System,System,2020-01-01,2020-01-01
13387,6163,27,POL33896971,Pooja Kulkarni,Self,2020-01-01,2022-12-31,100000,77248.98,Expired,True,PA113386,Policy Renewed,System,System,2020-01-01,2020-01-01
13388,23035,42,POL84666848,Aarav Gupta,Self,2020-01-01,2022-12-31,500000,348857.08,Expired,True,PA113387,Verified,System,System,2020-01-01,2020-01-01
13389,9652,45,POL76400574,Rahul Sharma,Self,2020-01-01,2020-12-31,200000,81419.19,Expired,True,PA113388,Cashless Approved,System,System,2020-01-01,2020-01-01
13390,6243,37,POL64432203,Ankit Nair,Self,2020-01-01,2022-12-31,500000,470987.38,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
13391,6243,14,POL14020586,Ankit Nair,Self,2022-12-31,2023-12-31,1000000,900540.47,Expired,True,PA113390,Waiting Approval,System,System,2022-12-31,2022-12-31
13392,28846,6,POL01803911,Aanya Pillai,Self,2020-01-01,2020-12-31,300000,183729.73,Expired,True,PA113391,Policy Renewed,System,System,2020-01-01,2020-01-01
13393,2046,20,POL18002756,Vihaan Pillai,Self,2020-01-01,2021-12-31,300000,297393.54,Expired,True,PA113392,Verified,System,System,2020-01-01,2020-01-01
13394,2294,16,POL69835220,Aanya Kapoor,Father,2020-01-01,2021-12-31,300000,131668.69,Expired,True,PA113393,System Generated,System,System,2020-01-01,2020-01-01
13395,20775,50,POL21906454,Manish Reddy,Self,2020-01-01,2022-12-31,200000,118581.49,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
13396,19407,17,POL78265020,Ananya Reddy,Self,2020-01-01,2022-12-31,1000000,942337.42,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
13397,5834,19,POL84998141,Komal Gupta,Self,2020-01-01,2020-12-31,300000,170909.31,Expired,True,PA113396,Policy Renewed,System,System,2020-01-01,2020-01-01
13398,4771,13,POL71873603,Shubham Patel,Self,2020-01-01,2020-12-31,100000,57680.66,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
13399,17712,9,POL67133980,Harsh Kulkarni,Self,2020-01-01,2021-12-31,500000,131757.04,Expired,True,PA113398,Cashless Approved,System,System,2020-01-01,2020-01-01
13400,17712,26,POL57229473,Harsh Kulkarni,Self,2021-12-31,2024-12-30,200000,73815.42,Expired,True,PA113399,Policy Renewed,System,System,2021-12-31,2021-12-31
13401,22490,22,POL67537998,Preeti Kulkarni,Guardian,2020-01-01,2022-12-31,100000,32629.22,Expired,True,PA113400,Policy Renewed,System,System,2020-01-01,2020-01-01
13402,16468,26,POL15818225,Tanvi Yadav,Self,2020-01-01,2022-12-31,300000,195663.81,Expired,True,PA113401,Verified,System,System,2020-01-01,2020-01-01
13403,16468,12,POL26562238,Tanvi Yadav,Self,2022-12-31,2023-12-31,500000,227396.63,Expired,True,PA113402,Cashless Approved,System,System,2022-12-31,2022-12-31
13404,9410,34,POL46869160,Anjali Yadav,Self,2020-01-01,2022-12-31,300000,78487.31,Expired,True,PA113403,System Generated,System,System,2020-01-01,2020-01-01
13405,7860,18,POL80899390,Rohan Pillai,Self,2020-01-01,2022-12-31,500000,303988.96,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
13406,29808,26,POL54400717,Priya Jain,Self,2020-01-01,2022-12-31,100000,73537.37,Expired,True,PA113405,Verified,System,System,2020-01-01,2020-01-01
13407,6054,26,POL98352869,Manish Reddy,Self,2020-01-01,2020-12-31,300000,236766.42,Expired,True,PA113406,Verified,System,System,2020-01-01,2020-01-01
13408,21350,14,POL32337757,Meera Nair,Father,2020-01-01,2020-12-31,200000,174002.87,Expired,True,PA113407,System Generated,System,System,2020-01-01,2020-01-01
13409,11863,16,POL31556795,Neha Pandey,Self,2020-01-01,2020-12-31,1000000,585565.12,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
13410,11863,39,POL39776858,Neha Pandey,Spouse,2020-12-31,2023-12-31,100000,51248.95,Expired,True,PA113409,Cashless Approved,System,System,2020-12-31,2020-12-31
13411,17024,29,POL85118995,Ritvik Menon,Self,2020-01-01,2020-12-31,200000,149459.49,Expired,True,PA113410,Verified,System,System,2020-01-01,2020-01-01
13412,21959,49,POL08632811,Aryan Fernandes,Self,2020-01-01,2021-12-31,1000000,210691.8,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
13413,25614,22,POL41927444,Shubham Yadav,Self,2020-01-01,2021-12-31,1000000,706821.27,Expired,True,PA113412,Cashless Approved,System,System,2020-01-01,2020-01-01
13414,20774,38,POL70725849,Nikhil Joshi,Self,2020-01-01,2022-12-31,500000,262272.77,Expired,True,PA113413,Verified,System,System,2020-01-01,2020-01-01
13415,3092,31,POL36826701,Abhishek Thomas,Father,2020-01-01,2021-12-31,100000,56230.02,Expired,True,PA113414,Policy Renewed,System,System,2020-01-01,2020-01-01
13416,22734,27,POL35909175,Simran Chavan,Self,2020-01-01,2022-12-31,300000,131104.69,Expired,True,PA113415,Policy Renewed,System,System,2020-01-01,2020-01-01
13417,18875,3,POL60195878,Harsh Yadav,Self,2020-01-01,2021-12-31,300000,90546.12,Expired,True,PA113416,Cashless Approved,System,System,2020-01-01,2020-01-01
13418,21408,29,POL62125237,Simran Jain,Mother,2020-01-01,2020-12-31,500000,260569.87,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
13419,29381,2,POL52532448,Aarav Reddy,Father,2020-01-01,2021-12-31,100000,44656.19,Expired,True,PA113418,Policy Renewed,System,System,2020-01-01,2020-01-01
13420,29381,11,POL32608521,Aarav Reddy,Self,2021-12-31,2023-12-31,200000,193618.94,Expired,False,,Policy Renewed,System,System,2021-12-31,2021-12-31
13421,2179,38,POL86429997,Nikhil Kulkarni,Mother,2020-01-01,2022-12-31,300000,286449.46,Expired,True,PA113420,Verified,System,System,2020-01-01,2020-01-01
13422,3332,8,POL97434257,Shruti Thomas,Self,2020-01-01,2021-12-31,100000,71513.38,Expired,True,PA113421,System Generated,System,System,2020-01-01,2020-01-01
13423,17835,29,POL71967607,Diya Jain,Spouse,2020-01-01,2021-12-31,500000,461480.52,Expired,True,PA113422,Cashless Approved,System,System,2020-01-01,2020-01-01
13424,12171,8,POL88688010,Meera Iyer,Self,2020-01-01,2022-12-31,500000,400509.91,Expired,True,PA113423,Cashless Approved,System,System,2020-01-01,2020-01-01
13425,2784,8,POL53367133,Arjun Menon,Father,2020-01-01,2021-12-31,500000,238356.6,Expired,True,PA113424,Policy Renewed,System,System,2020-01-01,2020-01-01
13426,6101,34,POL08297646,Aarav Mishra,Spouse,2020-01-01,2022-12-31,300000,204936.16,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
13427,13414,44,POL10927717,Harsh Iyer,Self,2020-01-01,2022-12-31,500000,188129.43,Expired,True,PA113426,Waiting Approval,System,System,2020-01-01,2020-01-01
13428,24451,30,POL96921029,Nikhil Pillai,Spouse,2020-01-01,2021-12-31,100000,74976.66,Expired,True,PA113427,Waiting Approval,System,System,2020-01-01,2020-01-01
13429,14523,35,POL56801402,Shubham Sharma,Self,2020-01-01,2021-12-31,200000,47169.21,Expired,True,PA113428,Verified,System,System,2020-01-01,2020-01-01
13430,23363,40,POL56174928,Ananya Nair,Self,2020-01-01,2022-12-31,300000,259522.02,Expired,True,PA113429,Verified,System,System,2020-01-01,2020-01-01
13431,27622,17,POL83465486,Priya Nair,Self,2020-01-01,2020-12-31,100000,66658.39,Expired,True,PA113430,System Generated,System,System,2020-01-01,2020-01-01
13432,27622,19,POL22370865,Priya Nair,Mother,2020-12-31,2022-12-31,100000,24675.07,Expired,True,PA113431,Waiting Approval,System,System,2020-12-31,2020-12-31
13433,5377,36,POL03980611,Radhika Verma,Self,2020-01-01,2021-12-31,200000,179481.79,Expired,True,PA113432,Verified,System,System,2020-01-01,2020-01-01
13434,25540,1,POL31442287,Preeti Fernandes,Self,2020-01-01,2022-12-31,1000000,902161.13,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
13435,25540,46,POL10508594,Preeti Fernandes,Self,2022-12-31,2023-12-31,1000000,882252.67,Expired,True,PA113434,Cashless Approved,System,System,2022-12-31,2022-12-31
13436,7655,50,POL62553668,Muskan Gupta,Mother,2020-01-01,2020-12-31,300000,245832.47,Expired,True,PA113435,Waiting Approval,System,System,2020-01-01,2020-01-01
13437,7655,10,POL72086045,Muskan Gupta,Self,2020-12-31,2021-12-31,100000,74234.03,Expired,False,,Verified,System,System,2020-12-31,2020-12-31
13438,22523,28,POL12203028,Abhishek Pillai,Spouse,2020-01-01,2020-12-31,100000,51752.73,Expired,True,PA113437,Waiting Approval,System,System,2020-01-01,2020-01-01
13439,22523,25,POL28814541,Abhishek Pillai,Spouse,2020-12-31,2023-12-31,200000,61814.27,Expired,True,PA113438,Verified,System,System,2020-12-31,2020-12-31
13440,11463,1,POL22613596,Muskan Kapoor,Self,2020-01-01,2021-12-31,200000,86204.04,Expired,True,PA113439,Waiting Approval,System,System,2020-01-01,2020-01-01
13441,19771,35,POL54710655,Shubham Chavan,Self,2020-01-01,2021-12-31,100000,47766.17,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
13442,25249,39,POL98488050,Krishna Mishra,Self,2020-01-01,2020-12-31,500000,243230.59,Expired,True,PA113441,System Generated,System,System,2020-01-01,2020-01-01
13443,25249,6,POL17259195,Krishna Mishra,Father,2020-12-31,2023-12-31,300000,195717.51,Expired,False,,System Generated,System,System,2020-12-31,2020-12-31
13444,12832,27,POL27411903,Yash Khan,Self,2020-01-01,2021-12-31,200000,73341.25,Expired,True,PA113443,Policy Renewed,System,System,2020-01-01,2020-01-01
13445,20854,33,POL74398593,Raj Menon,Self,2020-01-01,2021-12-31,500000,175864.45,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
13446,4910,20,POL68959302,Radhika Chavan,Father,2020-01-01,2020-12-31,500000,386785.08,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
13447,29637,4,POL94604981,Vivaan Menon,Self,2020-01-01,2022-12-31,300000,61800.13,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
13448,5413,36,POL82502347,Arjun Thomas,Self,2020-01-01,2020-12-31,100000,31961.55,Expired,True,PA113447,Waiting Approval,System,System,2020-01-01,2020-01-01
13449,29147,4,POL88456937,Sai Kulkarni,Spouse,2020-01-01,2022-12-31,1000000,547966.47,Expired,True,PA113448,Verified,System,System,2020-01-01,2020-01-01
13450,11418,13,POL63881517,Anjali Mishra,Self,2020-01-01,2021-12-31,500000,159633.27,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
13451,27985,50,POL04295887,Raj Thomas,Spouse,2020-01-01,2020-12-31,200000,193570.01,Expired,True,PA113450,Policy Renewed,System,System,2020-01-01,2020-01-01
13452,17894,18,POL67407536,Khushi Nair,Self,2020-01-01,2021-12-31,300000,220824.95,Expired,True,PA113451,Verified,System,System,2020-01-01,2020-01-01
13453,29187,20,POL29772126,Riya Nair,Father,2020-01-01,2020-12-31,300000,163864.68,Expired,True,PA113452,Verified,System,System,2020-01-01,2020-01-01
13454,9807,15,POL32977725,Aditya Reddy,Self,2020-01-01,2020-12-31,500000,144902.14,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
13455,4231,41,POL86453348,Shubham Iyer,Self,2020-01-01,2021-12-31,300000,152444.71,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
13456,18243,42,POL50547318,Yash Khan,Spouse,2020-01-01,2020-12-31,300000,216144.4,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
13457,7020,2,POL68522779,Tanvi Das,Self,2020-01-01,2021-12-31,500000,487525.68,Expired,True,PA113456,Policy Renewed,System,System,2020-01-01,2020-01-01
13458,27213,45,POL95067084,Aarav Mishra,Self,2020-01-01,2022-12-31,300000,173444.97,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
13459,29844,9,POL63414742,Anjali Yadav,Guardian,2020-01-01,2022-12-31,100000,75392.98,Expired,True,PA113458,Verified,System,System,2020-01-01,2020-01-01
13460,17103,13,POL69729515,Shruti Verma,Self,2020-01-01,2020-12-31,100000,35628.72,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
13461,28751,34,POL55100932,Karan Shetty,Guardian,2020-01-01,2020-12-31,200000,139781.34,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
13462,9852,24,POL39552009,Meera Jain,Self,2020-01-01,2021-12-31,300000,117373.18,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
13463,9852,5,POL09621910,Meera Jain,Self,2021-12-31,2024-12-30,200000,71701.45,Expired,True,PA113462,Cashless Approved,System,System,2021-12-31,2021-12-31
13464,23393,32,POL05103588,Aarav Patel,Self,2020-01-01,2022-12-31,500000,303688.22,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
13465,18880,49,POL53531806,Shruti Shetty,Self,2020-01-01,2021-12-31,200000,73866.29,Expired,True,PA113464,Verified,System,System,2020-01-01,2020-01-01
13466,11444,47,POL33732093,Swati Thomas,Self,2020-01-01,2022-12-31,500000,388531.01,Expired,True,PA113465,Waiting Approval,System,System,2020-01-01,2020-01-01
13467,5993,28,POL03827252,Muskan Pandey,Self,2020-01-01,2022-12-31,500000,474934.64,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
13468,26526,40,POL52805692,Ritvik Pillai,Spouse,2020-01-01,2021-12-31,100000,51488.17,Expired,True,PA113467,Waiting Approval,System,System,2020-01-01,2020-01-01
13469,1580,18,POL99854634,Muskan Iyer,Self,2020-01-01,2020-12-31,500000,228984.56,Expired,True,PA113468,Waiting Approval,System,System,2020-01-01,2020-01-01
13470,19298,34,POL71913620,Riya Gupta,Self,2020-01-01,2021-12-31,1000000,340707.91,Expired,True,PA113469,Waiting Approval,System,System,2020-01-01,2020-01-01
13471,19298,21,POL76331257,Riya Gupta,Self,2021-12-31,2024-12-30,200000,102463.43,Expired,False,,Waiting Approval,System,System,2021-12-31,2021-12-31
13472,2969,2,POL90456876,Karan Gupta,Self,2020-01-01,2022-12-31,1000000,647707.27,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
13473,16120,17,POL89039871,Neha Khan,Self,2020-01-01,2020-12-31,300000,149512.66,Expired,True,PA113472,Waiting Approval,System,System,2020-01-01,2020-01-01
13474,22608,43,POL45017078,Anjali Thomas,Self,2020-01-01,2022-12-31,300000,209538.29,Expired,True,PA113473,Policy Renewed,System,System,2020-01-01,2020-01-01
13475,21366,2,POL68875611,Arjun Singh,Self,2020-01-01,2020-12-31,100000,72993.87,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
13476,14849,36,POL92221907,Vivaan Singh,Self,2020-01-01,2022-12-31,500000,139131.82,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
13477,968,43,POL69984549,Abhishek Kapoor,Self,2020-01-01,2020-12-31,300000,227467.85,Expired,True,PA113476,Waiting Approval,System,System,2020-01-01,2020-01-01
13478,5548,14,POL23606207,Riya Mishra,Self,2020-01-01,2022-12-31,500000,460127.01,Expired,True,PA113477,System Generated,System,System,2020-01-01,2020-01-01
13479,13374,24,POL61851969,Arjun Pandey,Self,2020-01-01,2021-12-31,500000,110500.86,Expired,True,PA113478,Verified,System,System,2020-01-01,2020-01-01
13480,13374,21,POL21091318,Arjun Pandey,Father,2021-12-31,2023-12-31,300000,192324.53,Expired,True,PA113479,Policy Renewed,System,System,2021-12-31,2021-12-31
13481,18144,44,POL49298240,Akash Fernandes,Self,2020-01-01,2022-12-31,200000,136619.9,Expired,True,PA113480,Verified,System,System,2020-01-01,2020-01-01
13482,18786,3,POL88130011,Alex Mishra,Self,2020-01-01,2021-12-31,100000,76785.23,Expired,True,PA113481,Verified,System,System,2020-01-01,2020-01-01
13483,29186,35,POL43319849,Muskan Joshi,Self,2020-01-01,2020-12-31,100000,50861.49,Expired,True,PA113482,Waiting Approval,System,System,2020-01-01,2020-01-01
13484,14803,44,POL39288960,Riya Reddy,Self,2020-01-01,2022-12-31,500000,427484.13,Expired,True,PA113483,System Generated,System,System,2020-01-01,2020-01-01
13485,19785,29,POL66177918,Alex Khan,Spouse,2020-01-01,2022-12-31,100000,63191.72,Expired,True,PA113484,Policy Renewed,System,System,2020-01-01,2020-01-01
13486,21130,45,POL97494878,Manish Kulkarni,Guardian,2020-01-01,2022-12-31,200000,105429.86,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
